"estimate_log","converged","replicate","effect_ratio"
0.0449467157524225,1,860,1.04597212458618
0.306401825956728,1,861,1.35852808873482
0.220968204438624,1,862,1.24728377184586
0.142901731532399,1,863,1.1536164319768
0.206942376526194,1,864,1.22991169795426
0.41893361674428,1,865,1.52033942635933
0.277088255472029,1,866,1.31928279982338
0.108236621973492,1,867,1.11431138475275
0.275076942362174,1,868,1.31663197574474
0.115800248288286,1,869,1.12277157418824
0.251333495268756,1,870,1.28573880064666
0.373211615846969,1,871,1.4523916564056
0.218726748372732,1,872,1.24449117098484
0.139294725524701,1,873,1.14946282612009
-0.0441653618048933,1,874,0.956795726922444
0.0763265473903062,1,875,1.07931496410299
0.395478531399207,1,876,1.48509468534814
0.214943539743937,1,877,1.23979189602203
0.283127462306387,1,878,1.32727432848286
0.256727131314277,1,879,1.29269234336899
0.284145990299594,1,880,1.32862688323159
0.14927860612609,1,881,1.16099640486497
0.254972028902498,1,882,1.29042552574988
0.258034033410439,1,883,1.29438287013811
0.109419591631225,1,884,1.11563036131098
0.296765002454367,1,885,1.34549907331349
0.254715169283521,1,886,1.29009411010649
0.0310773395736661,1,887,1.03156528162058
0.449796976991814,1,888,1.56799381435192
0.191774065445863,1,889,1.21139678965028
0.260674574040014,1,890,1.29780525718442
0.325994464734603,1,891,1.38540770025226
0.19222701424886,1,892,1.21194561466154
0.280032067608622,1,893,1.32317224262673
0.356656928279591,1,894,1.42854569214734
0.336704230453299,1,895,1.40032482904263
0.310644842940879,1,896,1.36430459272475
0.13868261749306,1,897,1.14875944598642
0.267030345742176,1,898,1.30608007969866
0.249470333781985,1,899,1.28334549188395
0.15119996691338,1,900,1.1632292421876
0.125285406698881,1,901,1.13347190738198
0.102772498586302,1,902,1.10823925439723
0.239434464990708,1,903,1.27053041767476
0.297956748721958,1,904,1.34710352267053
0.176025897983338,1,905,1.19246894079153
0.0569837668482129,1,906,1.05863862521452
0.250695600251497,1,907,1.28491889580664
-0.0485495267667726,1,908,0.952610158436344
0.167550259008039,1,909,1.18240471517967
0.0807562792443437,1,910,1.08410664507553
0.090110750900536,1,911,1.09429547120316
0.303288021766166,1,912,1.35430447744099
0.117539418656493,1,913,1.12472596425636
